Ident;Straßenschlüssel;Straßenname;Ungerade Hausnummer von;Ungerade Hausnummer bis;Gerade Hausnummer von;Gerade Hausnummer bis;Stadtbezirk/Ortschaft;Gemarkung;Statistischer Bezirk;Finanzamtsbereich;PLZ;Bundestagswahlkreis;Landtagswahlkreis;Kommunalwahlkreis
5346;07505;"Wiesenweg (SW)                     ";"    ";"    ";"    ";"    ";"Schönfeld-Weißig    ";"Pappritz                 ";463  Pappritz-Ost;Nord;01328;159;"  ";"  "
5347;00034;"Wigardstraße                       ";"    ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";133  Innere Neust.(Wigardstr);Nord;01097;159;"  ";"  "
5348;14176;"Wildbergstraße                     ";"    ";"    ";"    ";"    ";"Cotta               ";"Stetzsch                 ";981  Stetzsch;"Süd ";01157;159;"  ";"  "
5349;03053;"Wilder-Mann-Straße                 ";"3   ";"21d ";"2   ";"26  ";"Pieschen            ";"Trachau                  ";241  Trachau(Cottbuser Str);Nord;01129;159;"  ";"  "
5350;03053;"Wilder-Mann-Straße                 ";"23  ";"45  ";"    ";"    ";"Pieschen            ";"Trachau                  ";243  Trachau(Stephanstr);Nord;01129;159;"  ";"  "
5351;03053;"Wilder-Mann-Straße                 ";"    ";"    ";"28  ";"44  ";"Pieschen            ";"Trachau                  ";242  Trachau(Wahnsdorfer Str);Nord;01129;159;"  ";"  "
5352;03053;"Wilder-Mann-Straße                 ";"47  ";"63  ";"46  ";"56  ";"Pieschen            ";"Trachau                  ";244  Trachau(Platanenstr);Nord;01129;159;"  ";"  "
5353;09220;"Wilhelm-Bölsche-Straße             ";"    ";"    ";"    ";"    ";"Leuben              ";"Meußlitz                 ";633  Meußlitz;"Süd ";01259;158;"  ";"  "
5354;00033;"Wilhelm-Buck-Straße                ";"    ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";133  Innere Neust.(Wigardstr);Nord;01097;159;"  ";"  "
5355;11097;"Wilhelm-Busch-Straße               ";"1   ";"11  ";"4   ";"30  ";"Prohlis             ";"Mockritz                 ";759  Mockritz-Ost(Gostritzer Str);"Süd ";01217;158;"  ";"  "
5356;11097;"Wilhelm-Busch-Straße               ";"11a ";"19  ";"    ";"    ";"Prohlis             ";"Mockritz                 ";757  Leubnitz(Clausen-Dahl-Str);"Süd ";01217;158;"  ";"  "
5357;11109;"Wilhelm-Franke-Straße              ";"    ";"    ";"2   ";"    ";"Prohlis             ";"Strehlen                 ";756  Leubnitz(Wieckestr);"Süd ";01219;158;"  ";"  "
5358;11109;"Wilhelm-Franke-Straße              ";"3   ";"31a ";"8   ";"36  ";"Prohlis             ";"Leubnitz-Neuostra        ";756  Leubnitz(Wieckestr);"Süd ";01219;158;"  ";"  "
5359;11109;"Wilhelm-Franke-Straße              ";"33  ";"35  ";"    ";"    ";"Prohlis             ";"Leubnitz-Neuostra        ";755  Leubnitz(Altleubnitz);"Süd ";01219;158;"  ";"  "
5360;11109;"Wilhelm-Franke-Straße              ";"37  ";"43  ";"    ";"    ";"Prohlis             ";"Leubnitz-Neuostra        ";754  Leubnitz(Fritz-Busch-Str);"Süd ";01219;158;"  ";"  "
5361;11109;"Wilhelm-Franke-Straße              ";"    ";"    ";"38  ";"38a ";"Prohlis             ";"Leubnitz-Neuostra        ";755  Leubnitz(Altleubnitz);"Süd ";01219;158;"  ";"  "
5362;11109;"Wilhelm-Franke-Straße              ";"61  ";"87  ";"40  ";"90  ";"Prohlis             ";"Leubnitz-Neuostra        ";752  Leubnitz(Leubnitzer Höhe);"Süd ";01219;158;"  ";"  "
5363;14140;"Wilhelm-Franz-Straße               ";"1   ";"11  ";"    ";"    ";"Cotta               ";"Cotta                    ";914  Cotta(Weidentalstr-Ost);"Süd ";01157;159;"  ";"  "
5364;14140;"Wilhelm-Franz-Straße               ";"    ";"    ";"4   ";"12  ";"Cotta               ";"Cotta                    ";913  Cotta(Weidentalstr-West);"Süd ";01157;159;"  ";"  "
5365;01054;"Wilhelmine-Kähler-Straße           ";"    ";"    ";"    ";"    ";"Pieschen            ";"Mickten                  ";225  Mickten(Sternstr);Nord;01139;159;"  ";"  "
5366;06050;"Wilhelminenstraße                  ";"    ";"    ";"    ";"    ";"Neustadt            ";"Loschwitz                ";123  Radeberger Vs.(Angelikastr);Nord;01099;159;"  ";"  "
5367;05268;"Wilhelmine-Reichard-Ring           ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";331  Flughafen;Nord;01109;159;"  ";"  "
5368;05105;"Wilhelm-Külz-Straße                ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Hellerau                 ";323  Hellerau(Festspielhaus);Nord;01109;159;"  ";"  "
5369;10296;"Wilhelm-Lachnit-Straße             ";"    ";"    ";"    ";"    ";"Prohlis             ";"Strehlen                 ";767  Strehlen(Wilhelm-Lachnit-Str);"Süd ";01219;158;"  ";"  "
5370;10092;"Wilhelm-Liebknecht-Straße          ";"    ";"    ";"    ";"    ";"Leuben              ";"Reick                    ";619  Dobritz-Süd(Jessener Str);"Süd ";01257;158;"  ";"  "
5371;14084;"Wilhelm-Müller-Straße              ";"    ";"    ";"    ";"    ";"Cotta               ";"Leutewitz                ";986  Leutewitz;"Süd ";01157;159;"  ";"  "
5372;14080;"Wilhelm-Raabe-Straße               ";"    ";"    ";"    ";"    ";"Cotta               ";"Briesnitz                ";984  Briesnitz-Süd;"Süd ";01157;159;"  ";"  "
5373;10293;"Wilhelm-Rudolph-Straße             ";"    ";"    ";"    ";"    ";"Prohlis             ";"Strehlen                 ";768  Strehlen(Wilhelm-Rudolph-Str);"Süd ";01219;158;"  ";"  "
5374;09184;"Wilhelm-Weitling-Straße            ";"1   ";"85a ";"2   ";"80  ";"Leuben              ";"Zschieren                ";634  Zschieren;"Süd ";01259;158;"  ";"  "
5375;09184;"Wilhelm-Weitling-Straße            ";"U   ";"    ";"    ";"    ";"Leuben              ";"Meußlitz                 ";633  Meußlitz;"Süd ";01259;158;"  ";"  "
5376;07147;"Wilhelm-Wolf-Straße                ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Pillnitz                 ";433  Pillnitz;Nord;01326;159;"  ";"  "
5377;09096;"Wilischstraße                      ";"1   ";"7   ";"    ";"    ";"Blasewitz           ";"Tolkewitz                ";551  Tolkewitz(Wehlener Str);"Süd ";01279;158;"  ";"  "
5378;09096;"Wilischstraße                      ";"    ";"    ";"2   ";"30  ";"Blasewitz           ";"Tolkewitz                ";553  Tolkewitz(Wilischstr);"Süd ";01279;158;"  ";"  "
5379;09096;"Wilischstraße                      ";"11  ";"29  ";"    ";"    ";"Blasewitz           ";"Tolkewitz                ";552  Tolkewitz(Knappestr);"Süd ";01279;158;"  ";"  "
5380;05121;"William-Shakespeare-Straße         ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";311  Klotzsche(Altklotzsche);Nord;01109;159;"  ";"  "
5381;13070;"Williamstraße                      ";"1   ";"5   ";"2   ";"8   ";"Cotta               ";"Naußlitz                 ";925  Löbtau-Nord(Malterstr-Nord);"Süd ";01159;159;"  ";"  "
5382;13070;"Williamstraße                      ";"7   ";"17  ";"10  ";"12  ";"Cotta               ";"Naußlitz                 ";941  Naußlitz-Nord;"Süd ";01159;159;"  ";"  "
5383;11135;"Wilmsdorfer Straße                 ";"    ";"    ";"    ";"    ";"Prohlis             ";"Leubnitz-Neuostra        ";752  Leubnitz(Leubnitzer Höhe);"Süd ";01219;158;"  ";"  "
5384;05241;"Wilschdorfer Landstraße            ";"    ";"    ";"8   ";"    ";"Klotzsche           ";"Hellerau                 ";322  Rähnitz;Nord;01109;159;"  ";"  "
5385;05241;"Wilschdorfer Landstraße            ";"101 ";"    ";"    ";"    ";"Klotzsche           ";"Wilschdorf               ";321  Wilschdorf;Nord;01109;159;"  ";"  "
5386;05046;"Wilschdorfer Straße                ";"    ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";146  Leipziger Vs.(Oberer Hecht);Nord;01127;159;"  ";"  "
5387;14234;"Wilsdruffer Ring                   ";"1   ";"23  ";"2   ";"20  ";"Cotta               ";"Gorbitz                  ";957  Gorbitz-Süd(Wilsdr. Ring-West);"Süd ";01169;159;"  ";"  "
5388;14234;"Wilsdruffer Ring                   ";"31  ";"33  ";"    ";"    ";"Cotta               ";"Gorbitz                  ";956  Gorbitz-Süd(Wilsdr. Ring-Ost);"Süd ";01169;159;"  ";"  "
5389;00180;"Wilsdruffer Straße                 ";"3   ";"21  ";"2   ";"18  ";"Altstadt            ";"Dresden-Altstadt 1       ";011  Innere Altstadt-Ost;"Süd ";01067;158;"  ";"  "
5390;00180;"Wilsdruffer Straße                 ";"23  ";"27  ";"20  ";"24  ";"Altstadt            ";"Dresden-Altstadt 1       ";012  Innere Altstadt-West;"Süd ";01067;158;"  ";"  "
5391;07051;"Wilthener Straße                   ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Bühlau                   ";425  Bühlau(Neukircher Str);Nord;01324;159;"  ";"  "
5392;12034;"Winckelmannstraße                  ";"    ";"    ";"2   ";"6   ";"Plauen              ";"Dresden-Altstadt 2       ";813  Südvs.-West(Bayrische Str);"Süd ";01069;158;"  ";"  "
5393;12034;"Winckelmannstraße                  ";"    ";"    ";"8   ";"24  ";"Plauen              ";"Dresden-Altstadt 2       ";816  Südvs.-West(Schnorrstr-West);"Süd ";01069;158;"  ";"  "
5394;11225;"Wincklerstraße                     ";"    ";"    ";"    ";"    ";"Prohlis             ";"Nickern                  ";743  Nickern;"Süd ";01239;158;"  ";"  "
5395;12120;"Windbergstraße                     ";"    ";"    ";"    ";"    ";"Plauen              ";"Coschütz                 ";852  Coschütz-West;"Süd ";01189;158;"  ";"  "
5396;10171;"Windmühlenstraße                   ";"3   ";"9   ";"4   ";"82  ";"Prohlis             ";"Niedersedlitz            ";733  Niedersedlitz(Windmühlenstr);"Süd ";01257;158;"  ";"  "
5397;10171;"Windmühlenstraße                   ";"9a  ";"    ";"    ";"    ";"Prohlis             ";"Niedersedlitz            ";732  Niedersedlitz(Dorfstr);"Süd ";01257;158;"  ";"  "
5398;10171;"Windmühlenstraße                   ";"11  ";"21  ";"    ";"    ";"Prohlis             ";"Niedersedlitz            ";733  Niedersedlitz(Windmühlenstr);"Süd ";01257;158;"  ";"  "
5399;10171;"Windmühlenstraße                   ";"59  ";"    ";"    ";"    ";"Prohlis             ";"Niedersedlitz            ";735  Niedersedlitz(C.-Morgenst.-St);"Süd ";01257;158;"  ";"  "
5400;10171;"Windmühlenstraße                   ";"U   ";"    ";"    ";"    ";"Prohlis             ";"Niedersedlitz            ";736  Niedersedlitz(E.-Kästner-Str);"Süd ";01257;158;"  ";"  "
5401;05106;"Windmühlenweg                      ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";311  Klotzsche(Altklotzsche);Nord;01109;159;"  ";"  "
5402;14365;"Windmühlenweg (CB)                 ";"1   ";"17  ";"2   ";"10  ";"Cossebaude          ";"Obergohlis               ";903  Gohlis;"Süd ";01156;159;"  ";"  "
5403;14365;"Windmühlenweg (CB)                 ";"U   ";"    ";"    ";"    ";"Cotta               ";"Stetzsch                 ";981  Stetzsch;"Süd ";01156;159;"  ";"  "
5404;05144;"Winkelweg                          ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";314  Klotzsche(Am Trobischberg);Nord;01109;159;"  ";"  "
5405;10050;"Winterbergstraße                   ";"    ";"    ";"2   ";"32  ";"Blasewitz           ";"Strehlen                 ";579  Strehlen-Nordost(Basteistr);"Süd ";01277;158;"  ";"  "
5406;10050;"Winterbergstraße                   ";"3   ";"5a  ";"    ";"    ";"Blasewitz           ";"Gruna                    ";578  Gruna(Karcherallee);"Süd ";01277;158;"  ";"  "
5407;10050;"Winterbergstraße                   ";"7   ";"21  ";"    ";"    ";"Blasewitz           ";"Gruna                    ";577  Gruna(Beilstr);"Süd ";01277;158;"  ";"  "
5408;10050;"Winterbergstraße                   ";"23  ";"39a ";"    ";"    ";"Blasewitz           ";"Gruna                    ";576  Gruna(Papstdorfer Str);"Süd ";01277;158;"  ";"  "
5409;10050;"Winterbergstraße                   ";"49a ";"    ";"    ";"    ";"Blasewitz           ";"Gruna                    ";561  Seidnitz(Rennbahn);"Süd ";01237;158;"  ";"  "
5410;10050;"Winterbergstraße                   ";"51  ";"101 ";"    ";"    ";"Blasewitz           ";"Seidnitz                 ";561  Seidnitz(Rennbahn);"Süd ";01237;158;"  ";"  "
5411;10050;"Winterbergstraße                   ";"    ";"    ";"54  ";"56  ";"Blasewitz           ";"Reick                    ";561  Seidnitz(Rennbahn);"Süd ";01237;158;"  ";"  "
5412;10050;"Winterbergstraße                   ";"    ";"    ";"62  ";"102 ";"Blasewitz           ";"Seidnitz                 ";561  Seidnitz(Rennbahn);"Süd ";01237;158;"  ";"  "
5413;10050;"Winterbergstraße                   ";"111 ";113c;"    ";"    ";"Blasewitz           ";"Seidnitz                 ";566  Seidnitz(Altseidnitz);"Süd ";01237;158;"  ";"  "
5414;10050;"Winterbergstraße                   ";115b;"127 ";"    ";"    ";"Blasewitz           ";"Seidnitz                 ";562  Seidnitz(Schilfweg);"Süd ";01237;158;"  ";"  "
5415;10050;"Winterbergstraße                   ";"129 ";151a;"    ";"    ";"Blasewitz           ";"Seidnitz                 ";563  Seidnitz(Dobritzer Str);"Süd ";01237;158;"  ";"  "
5416;10050;"Winterbergstraße                   ";"    ";"    ";"152 ";"    ";"Blasewitz           ";"Dobritz                  ";561  Seidnitz(Rennbahn);"Süd ";01237;158;"  ";"  "
5417;10050;"Winterbergstraße                   ";"U   ";"    ";"    ";"    ";"Blasewitz           ";"Dobritz                  ";564  Dobritz(Altdobritz/Basedowstr);"Süd ";01237;158;"  ";"  "
5418;08042;"Wintergartenstraße                 ";"1   ";"13  ";"4   ";"16  ";"Altstadt            ";"Dresden-Altstadt 2       ";072  Johannst.-Süd(Wintergartenstr);"Süd ";01307;158;"  ";"  "
5419;08042;"Wintergartenstraße                 ";"15  ";"17  ";"20  ";"24  ";"Altstadt            ";"Dresden-Altstadt 2       ";071  Johannst.-Süd(Marschnerstr);"Süd ";01307;158;"  ";"  "
5420;02008;"Winterstraße                       ";"    ";"    ";"    ";"    ";"Pieschen            ";"Mickten                  ";225  Mickten(Sternstr);Nord;01139;159;"  ";"  "
5421;07013;"Winzerstraße                       ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Loschwitz                ";412  Loschwitz(Körnerplatz);Nord;01326;159;"  ";"  "
5422;14366;"Winzerstraße (CB)                  ";"    ";"    ";"    ";"    ";"Cossebaude          ";"Cossebaude               ";902  Cossebaude-Süd;"Süd ";01156;159;"  ";"  "
5423;14103;"Wirtschaftsweg                     ";"    ";"    ";"    ";"    ";"Cotta               ";"Briesnitz                ";983  Briesnitz-Nord;"Süd ";01157;159;"  ";"  "
5424;05127;"Wismarer Straße                    ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";311  Klotzsche(Altklotzsche);Nord;01109;159;"  ";"  "
5425;08032;"Wittenberger Straße                ";"3   ";"17a ";"2   ";"26  ";"Blasewitz           ";"Striesen                 ";544  Striesen-West(Löscherstr);"Süd ";01309;158;"  ";"  "
5426;08032;"Wittenberger Straße                ";"19  ";"47  ";"32  ";"56b ";"Blasewitz           ";"Striesen                 ";545  Striesen-West(Alemannenstr);"Süd ";01309;158;"  ";"  "
5427;08032;"Wittenberger Straße                ";"49  ";"69  ";"58  ";"76  ";"Blasewitz           ";"Striesen                 ";522  Striesen-Ost(Jacobistr);"Süd ";01309;158;"  ";"  "
5428;08032;"Wittenberger Straße                ";"71  ";"77  ";"78  ";"84  ";"Blasewitz           ";"Striesen                 ";525  Striesen-Ost(Ermelstr);"Süd ";01309;158;"  ";"  "
5429;08032;"Wittenberger Straße                ";"79  ";"97  ";"86  ";110b;"Blasewitz           ";"Striesen                 ";525  Striesen-Ost(Ermelstr);"Süd ";01277;158;"  ";"  "
5430;08032;"Wittenberger Straße                ";"99  ";"111 ";110c;"118 ";"Blasewitz           ";"Striesen                 ";526  Striesen-Ost(Voglerstr);"Süd ";01277;158;"  ";"  "
5431;11105;"Wittenstraße                       ";"    ";"    ";"    ";"    ";"Prohlis             ";"Leubnitz-Neuostra        ";758  Leubnitz(Feuerbachstr);"Süd ";01219;158;"  ";"  "
5432;11285;"Wittgensdorfer Straße              ";"1   ";"7a  ";"    ";"    ";"Prohlis             ";"Lockwitz                 ";743  Nickern;"Süd ";01257;158;"  ";"  "
5433;11285;"Wittgensdorfer Straße              ";"9   ";"35a ";"    ";"    ";"Prohlis             ";"Nickern                  ";743  Nickern;"Süd ";01257;158;"  ";"  "
5434;11285;"Wittgensdorfer Straße              ";"    ";"    ";"28  ";"    ";"Prohlis             ";"Nickern                  ";743  Nickern;"Süd ";01239;158;"  ";"  "
5435;11285;"Wittgensdorfer Straße              ";"    ";"    ";"30  ";"    ";"Prohlis             ";"Nickern                  ";743  Nickern;"Süd ";01257;158;"  ";"  "
5436;02016;"Wöhlerstraße                       ";"    ";"    ";"    ";"    ";"Pieschen            ";"Trachau                  ";222  Trachau-Süd(Bunsenstr);Nord;01139;159;"  ";"  "
5437;07193;"Wohnweg                            ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Niederpoyritz            ";431  Niederpoyritz;Nord;01326;159;"  ";"  "
5438;06194;"Wolfgang-Mischnick-Straße          ";"    ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";153  Albertstadt-Ost;Nord;01099;159;"  ";"  "
5439;14213;"Wölfnitzer Ring                    ";"    ";"    ";"2   ";"84  ";"Cotta               ";"Gorbitz                  ";953  Gorbitz-Süd(Wölfn. Ring-West);"Süd ";01169;159;"  ";"  "
5440;14213;"Wölfnitzer Ring                    ";"65  ";"    ";"    ";"    ";"Cotta               ";"Gorbitz                  ";954  Gorbitz-Süd(Altgorb. Ring-Ost);"Süd ";01169;159;"  ";"  "
